"sektor","transaktionspost","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"S1 Totala ekonomin","B1gm BNP, Bruttonationalprodukt till marknadspris",2927141,3117514,3312151,3391889,3324151,3551531,3704835,3724512,3804994,3963683,4231745,4402732,4582907,4792294,5033443,5020978,5464876,5865211,6206034
