"region","byggår","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"0180C5520","2011-2020",..,..,..,..,..,..,..,..,..,..,2,2,2,2
"0180C5520","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5530","2001-2010",0,0,0,..,..,..,..,..,..,..,..,..,..,..
"0180C5530","2011-2020",0,0,0,1,4,9,14,17,17,17,17,17,17,17
"0180C5530","2021-2030",0,0,0,..,..,..,..,..,..,..,..,..,..,..
"0180C5540","2001-2010",129,148,148,148,148,148,148,148,148,148,148,148,148,148
"0180C5540","2011-2020",2,5,5,5,5,6,8,9,12,12,12,12,12,12
"0180C5540","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5550","2001-2010",12,12,12,12,12,18,18,18,18,18,18,18,18,18
"0180C5550","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5550","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5560","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5560","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5560","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5570","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5570","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5570","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5580","2001-2010",10,10,10,10,10,15,15,15,15,15,15,15,15,15
"0180C5580","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5580","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5590","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5590","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5590","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5600","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5600","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5600","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5610","2001-2010",14,14,14,14,14,14,14,14,14,14,14,14,14,14
"0180C5610","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5610","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5620","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5620","2011-2020",..,..,..,..,2,9,10,11,11,12,12,12,12,12
"0180C5620","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,2
"0180C5630","2001-2010",38,38,38,38,38,38,38,38,38,38,38,38,38,38
"0180C5630","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5630","2021-2030",..,..,..,..,..,..,..,..,..,..,..,9,9,9
"0180C5640","2001-2010",15,15,15,15,15,15,19,19,19,19,19,19,19,19
"0180C5640","2011-2020",..,2,3,3,4,5,6,7,7,9,12,12,12,12
"0180C5640","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,..
"0180C5650","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5650","2011-2020",..,..,..,6,6,20,29,38,46,50,52,54,53,54
"0180C5650","2021-2030",..,..,..,..,..,..,..,..,..,..,..,2,3,3
"0180C5660","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5660","2011-2020",..,3,3,3,4,5,5,5,5,5,5,5,5,5
"0180C5660","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5670","2001-2010",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"0180C5670","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5670","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5680","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C5680","2011-2020",..,..,..,..,..,..,16,19,30,30,30,30,30,30
"0180C5680","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5690","2001-2010",6,6,6,6,6,6,6,6,4,6,6,6,6,6
"0180C5690","2011-2020",..,6,7,9,11,24,31,38,48,58,59,59,51,50
"0180C5690","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,9,9
"0180C5700","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5700","2011-2020",..,..,..,..,..,..,3,3,3,3,3,3,3,3
"0180C5700","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5710","2001-2010",6,6,6,6,6,6,6,6,6,6,6,6,6,6
"0180C5710","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5710","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5720","2001-2010",7,7,7,7,7,7,7,7,7,7,7,7,7,7
"0180C5720","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5720","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5730","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5730","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5730","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5740","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C5740","2011-2020",..,..,..,1,1,2,2,2,3,4,4,4,4,4
"0180C5740","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,2
"0180C5750","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5750","2011-2020",7,17,18,18,18,31,31,31,31,31,32,36,36,36
"0180C5750","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5760","2001-2010",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"0180C5760","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5760","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5770","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C5770","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5770","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,1
"0180C5780","2001-2010",4,4,4,4,4,4,4,4,4,4,4,4,4,4
"0180C5780","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5780","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5790","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C5790","2011-2020",..,..,..,..,..,..,..,..,1,1,1,1,1,1
"0180C5790","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5800","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5800","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5800","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5810","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C5810","2011-2020",..,..,..,..,..,..,..,..,4,4,4,4,4,4
"0180C5810","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5820","2001-2010",12,12,12,12,12,12,12,12,12,12,12,12,12,12
"0180C5820","2011-2020",..,..,..,1,1,2,4,6,8,13,13,13,13,13
"0180C5820","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,4
"0180C5830","2001-2010",13,13,13,13,13,15,15,15,15,15,15,15,15,15
"0180C5830","2011-2020",..,..,..,..,3,4,5,6,7,7,7,7,7,7
"0180C5830","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C5840","2001-2010",10,10,10,10,10,10,10,10,10,10,10,10,10,10
"0180C5840","2011-2020",1,1,1,2,2,2,3,3,4,5,5,5,5,5
"0180C5840","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C5850","2001-2010",39,39,39,39,39,39,39,39,39,39,39,39,39,39
"0180C5850","2011-2020",..,..,..,38,38,40,44,46,48,48,50,51,51,51
"0180C5850","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,8
"0180C5860","2001-2010",41,41,41,41,41,41,41,41,41,41,41,41,41,41
"0180C5860","2011-2020",1,1,2,6,6,11,12,14,16,29,35,35,35,35
"0180C5860","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,2,10
"0180C5870","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C5870","2011-2020",..,..,..,..,..,..,..,..,..,1,1,1,1,1
"0180C5870","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,1,1
"0180C5880","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5880","2011-2020",..,..,..,8,8,27,27,27,27,27,27,27,27,27
"0180C5880","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5890","2001-2010",29,29,29,29,29,29,29,29,29,29,29,29,29,29
"0180C5890","2011-2020",..,..,..,..,..,..,1,1,2,2,2,2,2,2
"0180C5890","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C5900","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5900","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5900","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5910","2001-2010",21,21,21,21,21,21,23,23,23,23,23,23,23,23
"0180C5910","2011-2020",..,1,3,5,5,6,6,7,7,7,8,8,8,8
"0180C5910","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C5920","2001-2010",14,14,14,14,14,14,14,14,12,14,14,14,14,14
"0180C5920","2011-2020",..,1,1,1,4,4,5,5,3,9,12,12,12,12
"0180C5920","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5930","2001-2010",8,8,8,8,8,8,8,8,8,8,8,8,8,8
"0180C5930","2011-2020",..,2,2,4,4,4,4,4,6,6,6,6,6,6
"0180C5930","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5940","2001-2010",2,2,2,2,2,3,3,3,3,3,3,3,3,3
"0180C5940","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5940","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5950","2001-2010",7,7,7,7,7,7,7,7,7,7,7,7,7,7
"0180C5950","2011-2020",1,1,1,1,15,15,15,15,15,15,15,15,15,15
"0180C5950","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C5960","2001-2010",3,3,3,3,3,4,4,4,4,4,4,4,4,4
"0180C5960","2011-2020",1,1,1,1,1,1,1,1,2,2,2,2,2,2
"0180C5960","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,3
"0180C5970","2001-2010",19,20,20,20,20,20,20,20,20,20,20,20,20,20
"0180C5970","2011-2020",1,4,5,5,6,8,8,8,10,15,17,17,17,17
"0180C5970","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,4,5
"0180C5980","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5980","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5980","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5990","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C5990","2011-2020",..,..,..,..,..,..,1,1,1,1,2,2,2,2
"0180C5990","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C6000","2001-2010",11,12,12,12,12,12,12,12,11,12,12,12,12,12
"0180C6000","2011-2020",..,..,..,..,1,1,1,2,2,2,2,2,2,2
"0180C6000","2021-2030",..,..,..,..,..,..,..,..,..,..,..,1,1,1
"0180C6010","2001-2010",26,26,26,26,26,26,26,26,26,26,26,26,26,26
"0180C6010","2011-2020",..,..,..,..,..,..,1,1,3,3,5,5,5,5
"0180C6010","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,2,2
"0180C6020","2001-2010",2,2,2,2,2,2,2,2,2,2,2,2,2,2
"0180C6020","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6020","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6030","2001-2010",26,26,26,26,25,25,25,25,25,25,25,25,25,25
"0180C6030","2011-2020",1,3,3,3,8,9,9,9,9,13,15,15,15,15
"0180C6030","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6040","2001-2010",19,20,20,20,20,28,28,28,21,28,28,28,28,28
"0180C6040","2011-2020",2,2,2,2,4,5,5,6,7,11,11,11,11,11
"0180C6040","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,2,4
"0180C6050","2001-2010",35,35,35,35,35,35,35,35,34,35,35,35,35,35
"0180C6050","2011-2020",2,2,2,2,5,6,6,6,4,7,7,7,7,7
"0180C6050","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6060","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C6060","2011-2020",..,..,4,4,4,2,2,11,6,12,15,15,15,15
"0180C6060","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,3,3
"0180C6070","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6070","2011-2020",..,..,..,..,..,..,..,..,..,1,3,3,3,3
"0180C6070","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6080","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C6080","2011-2020",..,3,3,3,3,3,3,3,3,4,4,4,4,4
"0180C6080","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6090","2001-2010",9,9,9,9,9,12,12,12,12,12,12,12,12,12
"0180C6090","2011-2020",..,..,..,..,..,3,3,3,3,4,4,4,4,4
"0180C6090","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6100","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6100","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6100","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6110","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6110","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6110","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6120","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6120","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6120","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6130","2001-2010",10,10,10,10,10,18,18,18,18,18,18,18,18,18
"0180C6130","2011-2020",..,..,..,..,1,1,35,35,35,35,35,35,35,35
"0180C6130","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6140","2001-2010",..,..,..,..,..,6,6,6,6,6,6,6,..,..
"0180C6140","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6140","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6150","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6150","2011-2020",..,..,..,..,..,..,..,5,6,7,9,11,11,11
"0180C6150","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6160","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6160","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6160","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6170","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6170","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6170","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6180","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6180","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6180","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6190","2001-2010",5,5,5,5,5,5,5,5,5,5,5,5,5,5
"0180C6190","2011-2020",..,..,1,1,1,1,1,2,3,7,7,7,8,8
"0180C6190","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,1
"0180C6200","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6200","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6200","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6210","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6210","2011-2020",..,..,..,..,..,..,..,..,..,..,7,7,7,7
"0180C6210","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6220","2001-2010",39,39,37,36,36,38,38,38,38,38,38,38,38,38
"0180C6220","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6220","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6230","2001-2010",3,3,3,3,3,3,3,3,3,3,3,3,3,3
"0180C6230","2011-2020",..,..,..,..,..,..,..,1,1,1,1,1,1,1
"0180C6230","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6240","2001-2010",16,16,16,16,16,16,16,16,16,16,16,16,16,16
"0180C6240","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6240","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6250","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6250","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6250","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6260","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6260","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6260","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6270","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6270","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6270","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6280","2001-2010",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"0180C6280","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6280","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6290","2001-2010",..,..,..,..,..,..,..,..,2,2,2,2,2,2
"0180C6290","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6290","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,4
"0180C6300","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6300","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6300","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,4,4
"0180C6310","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6310","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6310","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6320","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6320","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6320","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6330","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6330","2011-2020",..,..,..,..,..,1,1,2,2,2,2,2,2,2
"0180C6330","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6340","2001-2010",1,1,1,1,1,1,1,1,..,1,1,1,1,1
"0180C6340","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6340","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6350","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6350","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6350","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6360","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6360","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6360","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6370","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6370","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6370","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6380","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6380","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6380","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6390","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6390","2011-2020",..,2,2,2,62,91,106,114,117,126,129,132,132,132
"0180C6390","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,4,6
"0180C6400","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6400","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6400","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6410","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6410","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6410","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6420","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6420","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6420","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6430","2001-2010",1,1,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6430","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6430","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6440","2001-2010",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6440","2011-2020",..,..,..,..,..,..,..,..,..,..,..,..,..,..
"0180C6440","2021-2030",..,..,..,..,..,..,..,..,..,..,..,..,..,..
